Title,Abstract,Related
Impact of urban growth on air quality in Indian cities using hierarchical Bayesian approach,"Several studies have found rising ambient particulate matter (PM2.5) concentrations in urban areas across developing countries. For setting mitigation policies source-contribution is needed, which is calculated mostly through computationally intensive chemical transport models or manpower intensive source apportionment studies. Data based approach that use remote sensing datasets can help reduce this challenge, specially in developing countries which lack spatially and temporally dense air quality monitoring networks. Our objective was identifying relative contribution of urban emission sources to monthly PM2.5 ambient concentrations and assessing whether urban expansion can explain rise of PM2.5 ambient concentration from 2001 to 2015 in 15 Indian cities. We adapted the Intergovernmental Panel on Climate Change's (IPCC) emission framework in a land use regression (LUR) model to estimate concentrations by statistically modeling the impact of urban growth on aerosol concentrations with the help of remote sensing datasets. Contribution to concentration from six key sources (residential, industrial, commercial, crop fires, brick kiln and vehicles) was estimated by inverse distance weighting of their emissions in the land-use regression model. A hierarchical Bayesian approach was used to account for the random effects due to the heterogeneous emitting sources in the 15 cities. Long-term ambient PM2.5 concentration from 2001 to 2015, was represented by a indicator R (varying from 0 to 100), decomposed from MODIS (Moderate Resolution Imaging Spectroradiometer) derived AOD (aerosol optical depth) and angstrom exponent datasets. The model was trained on annual-level spatial land-use distribution and technological advancement data and the monthly-level emission activity of 2001 and 2011 over each location to predict monthly R. The results suggest that above the central portion of a city, concentration due to primary PM2.5 emission is contributed mostly by residential areas (35.0 Â± 11.9%), brick kilns (11.7 Â± 5.2%) and industries (4.2 Â± 2.8%). The model performed moderately for most cities (median correlation for out of time validation was 0.52), especially when assumed changes in seasonal emissions for each source reflected actual seasonal changes in emissions. The results suggest the need for policies focusing on emissions from residential regions and brick kilns. The relative order of the contributions estimated by this study is consistent with other recent studies and a contribution of up to 42.8 Â± 14.1% is attributed to the formation of secondary aerosol, long-range transport and unaccounted sources in surrounding regions. The strength of this approach is to be able to estimate the contribution of urban growth to primary aerosols statistically with a relatively low computation cost compared to the more accurate but computationally expensive chemical transport based models. This remote sensing based approach is especially useful in locations without emission inventory. Â© 2019 by the authors.",
Precipitation chemistry and stable isotopic characteristics at Wengguo in the northern slopes of the Himalayas,"The major ions in precipitation can reflect the conditions of the atmosphere, while stable isotopic characteristics provide information on the moisture source. In order to understand the local hydro-chemical features and regional geochemical cycle, it is essential to assess the chemical composition of precipitation and the associated sources. Therefore, a total of 57 precipitation samples (2016 to 2017) for major ions and 178 samples (2013 to 2017) for stable isotopes were collected from the Wengguo station and analyzed to explore the major ionic deposition and stable isotopic characteristics in the northern slopes of the Himalayas. The average pH and electrical conductivity were 6.82 Â± 0.45 and 15.36 Â± 11.67 Î¼S cmâˆ’1, respectively. Ca2+ followed by K+ and Mg2+ played a crucial role in neutralizing the precipitation acidity. The major ionic sources in the region were terrigenous (Ca2+, HCO3âˆ’, and Mg2+) and sea salt (Na+, Clâˆ’, and Mg2+), as well as anthropogenic emissions (SO42âˆ’ and NO3âˆ’) and biomass burning (K+). The total deposition flux of the major ions was higher in 2016 than in 2017 and was influenced by the higher precipitation. The average values of Î´18O and Î´D in precipitation were âˆ’ 15.22 Â± 5.17 â€° and âˆ’ 116.01 Â± 41.31 â€°, respectively. The precipitation stable isotopes were not significantly correlated to the local air temperature but the precipitation amount. Moreover, the variation in stable isotopes, local meteoric water line, and d-excess indicated the existence of continental and monsoon moisture transport systems. The transport of chemicals over the high elevation region from polluted cities in South Asia via moisture originating in the Bay of Bengal and the Arabian Sea was determined based on the source identification, clusters of air mass backward trajectory analysis, and the National Center for Environmental Prediction Final dataset. Thus, the ionic concentrations and stable isotopic characteristics of the precipitation from this study provided a valuable dataset to assess the atmospheric environment in the northern slopes of the Himalayas at Southern Tibetan Plateau. Â© 2020, Springer Nature B.V.",
Aerosol Optical Characteristics During the Biomass Burning Season in Southeastern Mexico,"In this paper, we present a characterization of the optical properties of the aerosols emitted during biomass burning (BB) season in the period 2005â€“2009. Trends of aerosol optical depth (AOD), Angstrom exponent (Î±), and precipitable water (PW) were analyzed using a 5-year dataset from AErosol RObotic NETwork (AERONET) observations over Tuxtla Gutierrez (TG), Chiapas. The overall mean AOD (500Â nm) during the 2005â€“2009 period was 0.26 Â± 0.18. However, monthly mean values of AOD > 0.5 during the spring months (April and May) would indicate the high load of particles emitted by fires. The overall mean of Î± (440â€“870Â nm) was 1.40 Â± 0.21, which confirms the presence of fine aerosols. Additionally, the combined analysis of the Î± with its spectral curvature Î´Î±, and the results from the spectral de-convolution algorithm (SDA) shows that fine-mode aerosols dominated AOD variability in TG. In this paper, the trajectories of air masses (400 and 1500Â m, a.s.l.) arriving at the TG site were classified by using backward trajectory cluster analysis. Trajectory clustering results indicate a BB regional transport from Central America that affects the atmosphere in southeastern Mexico. We use observations of fire radiative power (FRP) from the Moderate Resolution Imaging Spectroradiometer (MODIS) to study the incidence of wildfires and to estimate the BB emissions from 2005 to 2009 in southeastern Mexico. The results indicated a gradual decrease in fires throughout the years. Campeche and Yucatan are the states in southeastern Mexico where BB produces the highest emissions of carbon dioxide (CO2), carbon monoxide (CO), black carbon (BC), and particulate material PM2.5. However, the largest emissions come from wildfires in Guatemala. Finally, to put in context the aerosol optical properties over southeastern Mexico, the sun photometric measurements in TG are compared with those retrieved from AERONET stations located in other tropical biomass burning regions (Brazil and Zambia). Â© 2019, Springer Nature Switzerland AG.",
Estimating the open biomass burning emissions in central and eastern China from 2003 to 2015 based on satellite observation,"Open biomass burning (OBB) has significant impacts on air pollution, climate change and potential human health. OBB has gathered wide attention but with little focus on the annual variation of pollutant emission. Central and eastern China (CEC) is one of the most polluted regions in China. This study aims to provide a state-of-the-art estimation of the pollutant emissions from OBB in CEC from 2003 to 2015, by adopting the satellite observation dataset - the burned area product (MCD64Al) and the active fire product (MCD14 ML) - along with local biomass data (updated biomass loading data and high-resolution vegetation data) and local emission factors. The successful adoption of the double satellite dataset for long-term estimation of pollutants from OBB with a high spatial resolution can support the assessing of OBB on regional air quality, especially for harvest periods or dry seasons. It is also useful to evaluate the effects of annual OBB management policies in different regions. Here, monthly emissions of pollutants were estimated and allocated into a 1Ã—1km spatial grid for four types of OBB including grassland, shrubland, forest and cropland. From 2003 to 2015, the emissions from forest, shrubland and grassland fire burning had an annual fluctuation, whereas the emissions from crop straw burning steadily increased. The cumulative emissions of organic carbon (OC), elemental carbon (EC), methane (CH4), nitric oxide (NO x), non-methane volatile organic compounds (NMVOCs), sulfur dioxide (SO2), ammonia (NH3), carbon monoxide (CO), carbon dioxide (CO2) and fine particles (PM2.5) were 3.64Ã—103, 2.87Ã—102, 3.05Ã—103, 1.82Ã—103, 6.4Ã—103, 2.12Ã—102, 4.67Ã—102, 4.59Ã—104, 9.39Ã—105 and 4.13Ã—103Gg in these years, respectively. Crop straw burning was the largest contributor for all pollutant emissions, by 84%-96%. For the forest, shrubland and grassland fire burning, forest fire burning emissions contributed the most, and emissions from grassland fire were negligible due to little grass coverage in this region. High pollutant emissions concentrated in the connection area of Shandong, Henan, Jiangsu and Anhui, with emission intensity higher than 100 tons per square kilometer, which was related to the frequent agricultural activities in these regions. Peak emission of pollutants occurred during summer and autumn harvest periods including May, June, September and October, during which 1/4 50% of the total pollutant emissions were emitted in these months. This study highlights the importance of controlling the crop straw burning emissions. From December to March, the crop residue burning emissions decreased, while the emissions from forest, shrubland and grassland exhibited their highest values, leading to another small peak in emissions of pollutants. Obvious regional differences in seasonal variations of OBB were observed due to different local biomass types and environmental conditions. Rural population, agricultural output, economic levels, local burning habits, social customs and management policies were all influencing factors for OBB emissions. Â© Author(s) 2018.",
"A comprehensive inventory of agricultural atmospheric particulate matters (PM10 and PM2.5) and gaseous pollutants (VOCs, SO2, NH3, CO, NOx and HC) emissions in China","Atmospheric pollutants emitted from agriculture are a key factor in regional air quality. However, previous studies of agricultural sources have only focused on agricultural burning, livestock or fertilizer; comprehensive agricultural emission inventories involving main agricultural operations are still lacking in China, which would limit our ability to understand, predict and control the effects of agricultural emissions on air quality and human health. This study presents the latest county-level sector-specific emission inventories of particulate matter (PM10 and PM2.5) and gaseous pollutants (VOCs, SO2, NH3, CO and NOx) from six agricultural sectors, including land preparation, crop harvesting, crop residue burning, grain processing, fertilizer application and agricultural machinery, based on a bottom-up emission estimation method. Agricultural activity data were collected from statistical yearbooks, and emission factors of each operation were adopted from published data. Annual emissions of PM10, PM2.5, VOCs, SO2, NH3, CO, and NOx from agricultural operations during 2015 in China were estimated to be 2867.4 Gg, 1941.1 Gg, 2321.9 Gg, 139.6 Gg, 1072.7 Gg, 10149.9 Gg and 1433.2 Gg, respectively. Higher pollutant emissions are found in Eastern and Central China. Atmospheric pollutant emissions show a primary peak in October in North, Northeast, Northwest and Southwest and in June and July in other regions. The historic trends (1997â€“2015) of agricultural emissions have shown annual average growth rates of 0.9%/yr, 1.3%/yr, 1.5%/yr, 2.5%/yr, 1.1%/yr, 1.2%/yr and 0.6%/yr for PM10, PM2.5, VOCs, NOx, SO2, CO and NH3, respectively. The detailed agricultural emission inventory generated by this study could provide useful information for air quality modeling and support the development of appropriate pollution control strategies. Â© 2019 Elsevier Ltd",
"Azolla pinnata, Aspergillus terreus, and Eisenia fetida for fasterrecycling of nutrients from wheat straw","A vast amount of surplus wheat straw/stubble (a carbon-rich bioresource) is wasted every year by burning. Harmful gases and residue matter released due to burning cause harmful effects on the environment and human health. Therefore, there is a strong need to recycle this bioresource in a sustainable manner. In the present study, wheat straw (W) was spiked with cattle dung (C), Azolla pinnata (A), and Aspergillus terreus (F) to make eight different treatments (1 kg each), viz. W (1 kg), WC (666 g + 334 g), WA (980 g + 20 g), WF (980 g + 20 ml), WCF (666 g + 314 g + 20 ml), WCA (666 g + 314 g + 20 g), WFA (960 g+ 20 ml + 20 g), and WCFA(666 g + 294 g + 20 ml + 20 g), and subjected to vermicomposting (Vcom) and aerobic composting (Acom). A comparison was made for the time required for degradation and nutrient profile of the products. The fastest recycling of wheat straw/stubble (120 days) was observed in WCA and WCFA, but the nutrient quality of WCA was better (N 18.67, P 3.88, K 38.84 g/kg). In the Acom group, longer time was required for degradation of various mixtures, but in this group also, WCA was degraded first of all (138 days) and yielded a product with the best nutrient quality (N 14.77, P 2.56, K 28.80 g/kg). Maximum growth of E. fetida and maximum number of hatchlings were observed in WCA while the highest cocoon production was observed in WCFA. It was observed that azolla enhanced conversion of wheat straw into a nutrient-rich product for agronomic use. Thus its use will reduce the amount of cattle dung in the mixture and the bulk to be handled by the farmers for ecosafe disposal of surplus straw/stubble. Therefore, this technology can be adopted as an alternative to burning. Â© 2019, Springer-Verlag GmbH Germany, part of Springer Nature.",
Assessment and quantification of NOx sources at a regional background site in North China: Comparative results from a Bayesian isotopic mixing model and a positive matrix factorization model,"Regional sources of nitrogen oxides (NOx) in North China during summer were explored using both a Bayesian isotopic mixing model and a positive matrix factorization (PMF) model. Results showed that the nitrogen isotope (Î´15N) composition of particulate nitrate (NO3                             âˆ’) varied between âˆ’8.9â€° and +14.1â€° while the oxygen isotope (Î´18O) composition ranged from +57.4â€° to +93.8â€°. Based on results from the Bayesian isotopic mixing model, the contribution of the hydroxyl radical (â€¢OH) NOx conversion pathway showed clear diurnal fluctuation; values were higher during the day (0.53 Â± 0.16) and lower overnight (0.42 Â± 0.17). Values peaked at 06:00â€“12:00 and then decreased gradually until 00:00â€“06:00 the next day. Coal combustion (31.34 Â± 9.04%) was the most significant source of NOx followed by biomass burning (25.74 Â± 2.58%), mobile sources (23.83 Â± 3.66%), and microbial processes (19.09 Â± 5.21%). PMF results indicated that the contribution from mobile sources was 19.83%, slightly lower as compared to the Bayesian model (23.83%). The PMF model also reported a lower contribution from coal combustion (28.65%) as compared to the Bayesian model (31.34%); however, the sum of biomass burning and microbial processes in the Bayesian model (44.83%) was lower than the aggregate of secondary inorganic aerosol, sea salt, and soil dust in PMF model (51.52%). Overall, differences between the two models were minor, suggesting that this study provided a reasonable source quantification for NOx in North China during summer. Resulting NOx source difference from Bayesian isotopic mixing model and PMF model in North China was minor with the largest discrepancy of 6.69%. Â© 2018 Elsevier Ltd",
"First two and a half years of aerosol measurements with an AERONET sunphotometer at the Huancayo Observatory, Peru","Direct sun measurements with a CIMEL sunphotometer belonging to the AERONET network have been performed in the Huancayo Observatory, Peru, from March 2015 to August 2017, two and a half years, providing for the first time information about aerosols in the specific area. The prevalence of background conditions in the measurement site has been determined for the period of study. These conditions, which constitute more than 80% of cases, are occasionally altered, mainly by high aerosols loading, as a consequence of biomass-burning events. Biomass-burning periods cover every year from mid-July to mid-October. The identification of these periods has been possible through the classification of aerosols in 6 subtypes. The month with the maximum AOD monthly average is September, and in 2016, the absolute maximum value of 0.91 was registered. The mean AOD value for the study period is 0.10 Â± 0.07 and the alpha mean value is 1.49 Â± 0.36, indicating presence, of small size aerosols. Some aerosol optical properties were analyzed in order to validate the aerosol classification. The aerosol size distribution revealed a bimodal character with a slight predominance of the fine mode, related to the two main types of aerosols: continental and biomass. Â© 2019",
Characterization of the chemical components and bioreactivity of fine particulate matter produced during crop-residue burning in China,"Five types of crop residue (rice, wheat, corn, sorghum, and sugarcane) collected from different provinces in China were used to characterize the chemical components and bioreactivity properties of fine particulate matter (PM2.5) emissions during open-burning scenarios. Organic carbon (OC) and elemental carbon (EC) were the most abundant components, contributing 41.7%â€“54.9% of PM2.5 emissions. The OC/EC ratio ranged from 8.8 to 31.2, indicating that organic matter was the dominant component of emissions. Potassium and chloride were the most abundant components in the portion of PM2.5 composed of water-soluble ions. The coefficient of divergence ranged from 0.27 to 0.51 among various emissions profiles. All samples exposed to a high PM2.5 concentration (150 Î¼g/mL) exhibited a significant reduction in cell viability (A549 lung alveolar epithelial cells) and increase in lactic dehydrogenase (LDH) and interleukin 6 levels compared with those exposed to 20 or 0 Î¼g/mL. Higher bioreactivity (determined according to LDH and interleukin 6 level) was observed for the rice, wheat, and corn samples than for the sorghum straw samples. Pearson's correlation analysis suggested that OC, heavy metals (chromium, manganese, iron, nickel, copper, zinc, tin, and barium), and water-soluble ions (fluoride, calcium, and sulfate) are the components potentially associated with LDH production. The PM2.5 components emitted during biomass burning were characterized and proved to be correlated with oxidative and inflammatory responses in A549 cells. Â© 2018 Elsevier Ltd",
Simulated polarization as a signature of aerosol type,"We present a technique for determining aerosol type using simulated values of degree of linear polarization as a function of scattering angle. The simulated polarization is determined from retrieved values of the indices of refraction and size parameters as determined from AERONET data sets for aerosols at various sites which we characterize as Urban/Industrial, Biomass-burning, Dust, Maritime and Mixed. We find that each type of aerosol has a characteristic simulated polarization â€œsignatureâ€. The calculated simulated degree of polarization for a particular aerosol observation is compared with a set of standard simulated polarizations using the Frechet distance between the curves. The aerosol type is given by the minimum Frechet distance. We emphasize that the simulated polarization is not the same as the measured polarization. Â© 2020 Elsevier Ltd",
High-time-resolution source apportionment of PM2.5 in Beijing with multiple models,"Beijing has suffered from heavy local emissions as well as regional transport of air pollutants, resulting in severe atmospheric fine-particle (PM2.5) pollution. This study developed a combined method to investigate source types of PM2.5 and its source regions during winter 2016 in Beijing, which include the receptor model (positive matrix factorization, PMF), footprint and an air quality model. The PMF model was performed with high-time-resolution measurements of trace elements, water soluble ions, organic carbon and elemental carbon using online instruments during the wintertime campaign of the Air Pollution and Human Health in a Chinese Megacity-Beijing (APHH-Beijing) program in 2016. Source types and their contributions estimated by PMF model using online measurements were linked with source regions identified by the footprint model, and the regional transport contribution was estimated by an air quality model (the Nested Air Quality Prediction Model System, NAQPMS) to analyze the specific sources and source regions during haze episodes. Our results show that secondary and biomass-burning sources were dominated by regional transport, while the coal combustion source increased with local contribution, suggesting that strict control strategies for local coal combustion in Beijing and a reduction of biomass-burning and gaseous precursor emissions in surrounding areas were essential to improve air quality in Beijing. The combination of PMF with footprint results revealed that secondary sources were mainly associated with southern footprints (53 %). The northern footprint was characterized by a high dust source contribution (11 %), while industrial sources increased with the eastern footprint (10 %). The results demonstrated the power of combining receptor model-based source apportionment with other models in understanding the formation of haze episodes and identifying specific sources from different source regions affecting air quality in Beijing. Â© Author(s) 2019.",
"Classification of aerosols using multiple clustering techniques over Zanjan, Iran, during 2010-2014","A more detailed study and identification of aerosol types can help to better understand the sources and effects of aerosols. In the present study, a number of optical properties of aerosols have been investigated seasonal for discrimination of aerosol types during 2010-2014 over Zanjan, Iran. Also using AERosol RObotic NETwork (AERONET) data, aerosol was classified by multiple clustering techniques. Both fine and coarse modes particles were seen in seasonal averaged of Aerosol Volume Size Distribution (AVSD). Single Scattering Albedo (SSA) variations indicate the presence of scattering aerosol like dust in the spring, summer and fall, and dominance of absorbing type aerosols in the winter. The maximum value of the phase function was observed in the summer and in small scattering angle which can be due to presence of coarse mode dust particles. The scatter plot of Aerosol Optical Depth (AOD) versus Angstrom Exponent (AE) is one of the most effective methods to find aerosol types. Extinction Angstrom exponent (EAE) versus SSA and EAE versus absorption Angstrom exponent (AAE) are other ways to classification of aerosol types. Graphs show abundance of dust in the spring, summer and fall in Zanjan's atmosphere. Also presence of urban/industrial aerosols is in all seasons, especially in the fall and winter. In addition mixed aerosols exist in all seasons. On the other hand, no biomass burning aerosols found in Zanjan's atmosphere. Â© 2019 The Authors, published by EDP Sciences.",
Approaches for identifying PM2.5 source types and source areas at a remote background site of South China in spring,"The receptor model is an effectively and widely used tool for analyzing the source of PM2.5, and its development and improvement have always been focused and challenged. In this study, approaches of source analysis is applied and compared. The PM2.5 samples were collected in spring of 2015 at a remote background site of Weizhou, South China and were analyzed for water-soluble ions, trace metals, and sugars. The 28 measurement species were introduced into the positive matrix factorization (PMF) and a non-negative matrix factorization (NMF) model for inter-comparison of PM2.5 prediction. Results showed that the NMF model is a more robust tool to identify source types and source apportionment in the case of a small sample size (n = 31). In NMF, four source variants were obtained as dust (15.6%), biomass combustion (11.8%), secondary formation (17.6%), and coal combustion (54.9%), corresponding to four main source areas. These were Southeast Asia, South China Sea, Taiwan Strait, as well as Pearl River Delta, respectively. The areas were distinguished based on hybrid receptor models, potential source contribution function (PSCF) and concentration weighted trajectory (CWT), by introducing the daily loadings of each source factor from NMF method. These model results were highly consistent with categorized chemical characteristics of PM2.5, suggesting that NMF linking with hybrid receptor models provides valuable implications for exploring source types and source areas of PM2.5. Meanwhile, biomass combustion and coal combustion comparably contributed to the high PM2.5 concentrations indicating control strategy in South China in spring. Â© 2019 Elsevier B.V.",
Source apportionment for online dataset at a megacity in China using a new PTT-PMF model,"Air pollution negatively impact human health and the environment. Source apportionment is an important research method for designing effective air pollution control policies. In this study, a new PTT-PMF (Partial Target Transformation-Positive matrix factor) source apportionment method (based on Multilinear Engine 2 program) was developed, to better recognize the extracted source categories, for online dataset. By incorporating measured source profiles, this model can automatically extract factors that have physical significance and close to actual source profiles. The accuracy of the PTT-PMF method was first evaluated by using several artificial datasets, and the results were favorable. Results of the new model can better explain similar sources such as dust and coal combustion (when lack of markers such as Ai and Si), comparing with the base run obtained using PMF. Then, this model was applied to online measurement data collected in Tianjin, China. Six factors were obtained and they were close to actual source profiles: dust (6.06%), coal combustion (4.70%), secondary sulfate sources (26.36%), secondary nitrate sources (42.91%), vehicle exhaust (9.97%) and biomass burning & SOC (10.01%). Time series of source contributions can also help to identify the source categories. The work presented here may advance receptor modelling techniques and could also enhance the validity of source apportionment results. Â© 2020 Elsevier Ltd",
Satellite-based identification of aerosol particle species using a 2D-space aerosol classification model,"The classification of aerosol types using remote sensing tools is crucial for improving our knowledge on the impacts of aerosol species on global and regional climate. Ground-based classification methods have proven useful though they are limited by discontinuous spatial observations of aerosol optical properties. As such, there is a need to develop methods in aerosol species identification using satellite data. In this study, a 2D-space model suitable for MODIS AOD bands is developed to distinguish aerosol particle species based on aerosol optical depth (AOD) and aerosol relative optical depth (AROD). The model can be used to classify five aerosol types, including biomass burning (BB: AOD470 â‰¥ 0.45, AROD660/470 < 0.58), urban industry (UI: AOD470 â‰¥ 0.45, 0.68 > AROD660/470 â‰¥ 0.58), sub-continental (SB: AOD470 â‰¥ 0.45, 0.91 > AROD660/470 â‰¥ 0.68), desert dust (DD: AROD660/470 â‰¥ 0.91) and continental (CO: AOD470 < 0.45, AROD660/470 < 0.91). AROD values corresponding to different types of aerosols are calculated through Mie scattering theory using the aerosol particle size distribution parameters and spectral complex refractive index. The accuracy and applicability of the model are verified in three steps: 1) we compare aerosol discrimination results of model with ground-based data and the local atmospheric conditions over different regions, 2) we compare aerosol identification results from Moderate Resolution Imaging Spectroradiometer (MODIS) AOD retrieval and ground-based data, and 3) we test our model to validate its use in individual cases studies and regional observations. Our results demonstrate that aerosol species classification for each study region is consistent with the characteristics of their atmospheric conditions, and the classification results using MODIS AOD retrieval are similar to the ground-based observation results. The differences in MODIS versus AERONET AOD, caused by MODIS observation errors, is the major contributor to the differences between ground-based and satellite-based recognition results. Our three-steps validation results indicate that the 2D-space model developed in this paper can accurately identify different types of aerosols and has strong applicability. This provides a basis for the use of satellite data for continuous spatial identification of aerosol type, which greatly promotes research in related fields. Â© 2019 Elsevier Ltd",
Aerosol optical properties over an urban site in central China determined using ground-based sun photometer measurements,"                             Sun photometer measurements taken in urban Jiaozuo in central China from July 2016 to February 2018 were used to investigate the aerosol optical and microphysical properties, including the climatological variation in properties, the types of aerosols and the properties during haze and dust events. The mean annual aerosol optical depth at 440 nm (AOD                             440 nm                             ) and the Ã…ngstrÃ¶m exponent (AE                             440-870 nm                             ) were 0.84 Â± 0.55 and 1.12 Â± 0.17, respectively. The highest AOD occurred in summer, which may be associated with the hygroscopic growth of aerosols during enhanced relative humidity. Accordingly, a high volume of fine-mode particles was observed during this season. In addition, carbonaceous aerosols from biomass burning increased the volume of fine particles in June and September, but coarse-mode particles (mainly dust) dominated during spring, especially in May, with a maximum volume of 0.16 Âµm                             3                              Âµm                             â€“2                             . At 440 nm, the mean seasonal single scattering albedo (SSA                             440 nm                             ) was lower in spring (0.87 Â± 0.05) and higher in summer (0.95 Â± 0.04), whereas the absorption aerosol optical depth (AAOD                             440 nm                             ) displayed the opposite pattern, being higher in spring (0.079 Â± 0.019) and lower in summer (0.045 Â± 0.021). The increased absorptivity in spring and the strong scattering ability in summer of aerosols in this area may be related to particles originating from different sources. Using the method of classification based on the fine-mode fraction (FMF), SSA and AE, absorbing aerosols, both fine and mixed, were identified as the predominant type of particulate matter. The site was influenced not only by anthropogenic aerosols from local emissions and the surrounding regions but also by dust from northwestern China. The mean AOD and AE were 1.66 and 1.38 on hazy days, while a slightly low AOD of 0.95 and an extremely low AE of 0.18 were exhibited on dusty days. This study provides a comprehensive understanding of aerosol properties in this area, and the results will help to optimize the satellite aerosol inversion algorithm and promote regional climate change research.                          Â© Taiwan Association for Aerosol Research.",
"The role of biomass burning agricultural emissions in the Indo-Gangetic Plains on the air quality in New Delhi, India","Agricultural residue burning in the Indo-Gangetic Plains (IGP) releases large amounts of reactive nitrogen, among other pollutants, into the atmosphere each year. This study focuses on rice paddy residue burning and wheat residue burning during Octoberâ€“November and Aprilâ€“May, respectively, in 2016 and 2017. Emissions of reactive nitrogen species (ammonia (NH3), nitrous oxide (N2O) and oxides of nitrogen (NOx = NO + NO2)) were estimated for the study period using a suite of satellite products from the Moderate Resolution Imaging Spectroradiometer (MODIS) sensor on the National Aeronautics and Space Administration (NASA) Aqua and Terra satellites. Emissions were compared against ambient concentrations of fine particulate matter (PM2.5) in New Delhi, India, to help determine the impact that these agricultural burns have on PM2.5, which is known to have numerous health and environmental impacts associated with prolonged exposure to elevated concentrations. Daily average measured concentrations of PM2.5 in New Delhi range from 22.43 Î¼g mâˆ’3 to 718.94 Î¼g mâˆ’3 (average 127.15 Î¼g mâˆ’3 Â± 95.23 Î¼g mâˆ’3), with the daily average PM2.5 concentration exceeding the national ambient air quality standard of 60 Î¼g mâˆ’3 approximately 75% of the time. Concentrations of PM2.5 were found to peak during Octoberâ€“November, which corresponds with rice paddy residue burning in the IGP. In addition to this, statistical regression models were created to predict average daily PM2.5 concentrations in New Delhi, India, based on emissions of NH3 and organic carbon (OC) in the IGP as well as meteorological conditions. The regression model predicted ambient PM2.5 concentrations ranging from 35 to 719 Î¼g mâˆ’3. The average modeled concentrations of PM2.5 in New Delhi, India, were 111 Î¼g mâˆ’3 (standard deviation: Â± 23 Î¼g mâˆ’3) during April/May and 207 Â± 87 Î¼g mâˆ’3 during October/November. Both regression models (for wheat residue burning and for rice paddy residue burning) were comparable to the average observations (normalized mean bias less than 0.1%). Â© 2019 Elsevier Ltd",
Exposure assessment of pulmonary functions of school going children due to agriculture crop residue burning practice in Indo-Gangetic plains of India,"Agriculture crop residue burning is a serious issue in Northern India due to ineffective control policies. An epidemiological study has been done on school going children to evaluate the trends in their physiological parameters due to crop residue burning activity in the affected area. Total 600 children were recruited and continuously inspected for three years at three different sites. Season wise, the level of fine particulate matter (PM10 and PM2.5) was higher in rice crop residue burning seasons than in wheat crop residue burning seasons. As per doseâ€“response relationship, maximum degradation was observed in FVC (âˆ’7.62%) and PEF (âˆ’6.23%) parameters from their baseline values due to burning activities. With adjustment of socioeconomic, anthropometric parameters of selected subjects and meteorological parameters in multivariate mixed effect model, prediction equations have been purposed to observe the future trends in physiological parameters of children. Based on Tiffenue index, an unrecoverable effect has been observed in lung parameters. Trends were alarming and may cause serious complications in early age of human subjects. Â© 2019, Â© 2019 Taylor & Francis Group, LLC.",
"Concentration level, distribution model, source analysis, and ecological risk assessment of polycyclic aromatic hydrocarbons in sediments from laizhou bay, China","To master the distribution patterns and environmental risk of 16 USEPA preferential polycyclic aromatic hydrocarbons (PAHs) in surface sediments from Laizhou Bay, 20 samples were collected and investigated in this survey. The average PAH concentration in these sediments ranged from 268.97 ng/g to 895.37 ng/g with an average of 612.52 ng/g, thereby suggesting a relatively low PAH pollution in Laizhou Bay compared with other bays in the world. Tricyclic PAHs account for 79% of the total PAH content and were eventually identified as the most crucial component of these sediments. The PCAâ€“MLR results identify fossil fuel combustion, biomass burning, and coke oven as the main sources of PAHs that account for 26.69%, 67.16%, and 6.15% of the total PAH concentration in the collected sediments, respectively. The effect range low/effect range median (ERL/ERM) reveal the low toxicity of PAHs in these sediments. However, the concentration of Fle at each survey site exceeds the ERL level. Meanwhile, the mean effects rangeâ€“median quotient (M-ERM-Q) indicates the low level of ecological risk of PAHs in the surface sediments from Laizhou Bay. However, the contingency risk of Fle and Phe cannot be ruled out. Â© 2019 Elsevier Ltd",
Amazonian Biomass Burning Enhances Tropical Andean Glaciers Melting,"The melting of tropical glaciers provides water resources to millions of people, involving social, ecological and economic demands. At present, these water reservoirs are threatened by the accelerating rates of mass loss associated with modern climate changes related to greenhouse gas emissions and ultimately land use/cover change. Until now, the effects of land use/cover change on the tropical Andean glaciers of South America through biomass burning activities have not been investigated. In this study, we quantitatively examine the hypothesis that regional land use/cover change is a contributor to the observed glacier mass loss, taking into account the role of Amazonian biomass burning. We demonstrated here, for the first time, that for tropical Andean glaciers, a massive contribution of black carbon emitted from biomass burning in the Amazon Basin does exist. This is favorable due to its positioning with respect to Amazon Basin fire hot spots and the predominant wind direction during the transition from the dry to wet seasons (Aug-Sep-Oct), when most fire events occur. We investigated changes in Bolivian Zongo Glacier albedo due to impurities on snow, including black carbon surface deposition and its potential for increasing annual glacier melting. We showed that the magnitude of the impact of Amazonian biomass burning depends on the dust content in snow. When high concentration of dust is present (e.g. 100 ppm of dust), the dust absorbs most of the radiation that otherwise would be absorbed by the BC. Our estimations point to a melting factor of 3.3 Â± 0.8% for black carbon, and 5.0 Â± 1.0% for black carbon in the presence of low dust content (e.g. 10 ppm of dust). For the 2010 hydrological year, we reported an increase in runoff corresponding to 4.5% of the annual discharge during the seasonal peak fire season, which is consistent with our predictions. Â© 2019, The Author(s).",
