Title,Abstract,Related,Detect,Monitor,Analyze
An Application of Artificial Neural Network to Evaluate the Influence of Weather Conditions on the Variation of PM2.5-Bound Carbonaceous Compositions and Water-Soluble Ionic Species,"Previous studies have determined biomass burning as a major source of air pollutants in the ambient air in Thailand. To analyse the impacts of meteorological parameters on the variation of carbonaceous aerosols and water-soluble ionic species (WSIS), numerous statistical models, including a source apportionment analysis with the assistance of principal component analysis (PCA), hierar-chical cluster analysis (HCA), and artificial neural networks (ANNs), were employed in this study. A total of 191 sets of PM2.5 samples were collected from the three monitoring stations in Chiang-Mai, Bangkok, and Phuket from July 2020 to June 2021. Hotspot numbers and other meteorological parameters were obtained using NOAA-20 weather satellites coupled with the Global Land Data Assimilation System. Although PCA revealed that crop residue burning and wildfires are the two main sources of PM2.5, ANNs highlighted the importance of wet deposition as the main depletion mechanism of particulate WSIS and carbonaceous aerosols. Additionally, Mg2+ and Ca2+ were deeply connected with albedo, plausibly owing to their strong hygroscopicity as the CCNs responsible for cloud formation. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",yes,No,No,Yes
Augmenting Heritage Ocean-Color Aerosol Models for Enhanced Remote Sensing of Inland and Nearshore Coastal Waters,"Satellite remote sensing of near-surface water composition in terrestrial and coastal regions is challenging largely due to uncertainties linked to a lack of representative continental aerosols in the atmospheric correction (AC) framework. A comprehensive family of absorbing aerosols is proposed by analyzing global AERONET measurements using the Partition Around Medoids (PAM) classifier. The input to the classifier is composed of Version 3, Level 2.0 daily average aerosol properties [i.e., single scattering albedo at λ = 0.44 μm, (SSA(0.44)) and the Angstrom exponents for extinction and absorption AEe(0.44–0.87) and AEa(0.44–0.87), respectively from observations from June 1993 to September 2019. The PAM classification based on low daily aerosol optical depth (AOD(0.44) ≤ 0.4) suggested 27 distinct aerosol clusters encompassing five major absorbing aerosol types (Dust (DU), Marine (MAR), Mixed (MIX), Urban/Industrial (U/I), and Biomass Burning (BB)). Seasonal patterns of dominant PAM-derived clusters at three AERONET sites (GSFC, Kanpur, and Banizoumbou) strongly influenced by U/I, DU, and BB types, respectively, showed a satisfactory agreement with variations of aerosol mixtures reported in the literature. These PAM-derived models augment the National Aeronautics and Space Administration's (NASA's) aerosol models (A2010) applied in its operational AC. To demonstrate the validity and complementary nature of our models, a coupled ocean-atmosphere radiative transfer code is employed to create a simulated dataset for developing two experimental machine-learning AC processors. These two processors differ only in their aerosol models used in training: 1) a processor trained with the A2010 aerosol models (ACI) and 2) a processor trained with both PAM and A2010 aerosol models (ACII). These processors are applied to Landsat-8 Operational Land Imager (OLI) matchups (N = 173) from selected AERONET sites equipped with ocean color radiometers (AERONET-OC). Our assessments showed improvements of up to 30% in retrieving remote sensing reflectance (Rrs) in the blue bands. In general, our empirically derived PAM aerosol models complement A2010 models (designed for regions strongly influenced by marine conditions) over continental and coastal waters where absorbing aerosols are present (e.g., urban environments, areas impacted by dust, or wildfire events). With the expected geographic expansion of in situ aquatic validation networks (e.g., AERONET-OC), the advantages of our models will be accentuated, particularly in the ultraviolet and short blue bands. Copyright © 2022 Montes, Pahlevan, Giles, Roger, Zhai, Smith, Levy, Werdell and Smirnov.",no,No,No,No
"Winter brown carbon over six of China's megacities: Light absorption, molecular characterization, and improved source apportionment revealed by multilayer perceptron neural network","Brown carbon (BrC) constitutes a large fraction of organic carbon and exhibits strong light absorption properties, thus affecting the global radiation budget. In this study, we investigated the light absorption properties, chemical functional bonds, and sources of BrC in six megacities in China, namely Beijing, Harbin, Xi'an, Chengdu, Guangzhou, and Wuhan. The average values of the BrC light absorption coefficient and the mass absorption efficiency at 365gnm in northern cities were higher than those in southern cities by 2.5 and 1.8 times, respectively, demonstrating the abundance of BrC present in northern China's megacities. Fourier transform infrared (FT-IR) spectra revealed sharp and intense peaks at 1640, 1458-1385, and 1090-1030gcm-1, which were ascribed to aromatic phenols, confirming the contribution of primary emission sources (e.g., biomass burning and coal combustion) to BrC. In addition, we noted peaks at 860, 1280-1260, and 1640gcm-1, which were attributed to organonitrate and oxygenated phenolic groups, indicating that secondary BrC also existed in the six megacities. Positive matrix factorization (PMF) coupled with multilayer perceptron (MLP) neural network analysis was used to apportion the sources of BrC light absorption. The results showed that primary emissions (e.g., biomass burning, tailpipe emissions, and coal combustion) made a major contribution to BrC in the six megacities. However, secondary formation processes made a greater contribution to light absorption in the southern cities (17.9g%-21.2g%) than in the northern cities (2.1g%-10.2g%). These results can provide a basis for the more effective control of BrC to reduce its impacts on regional climates and human health. © 2022 Copernicus GmbH. All rights reserved.",yes,No,No,Yes
European aerosol phenomenology − 8: Harmonised source apportionment of organic aerosol using 22 Year-long ACSM/AMS datasets,"Organic aerosol (OA) is a key component of total submicron particulate matter (PM1), and comprehensive knowledge of OA sources across Europe is crucial to mitigate PM1 levels. Europe has a well-established air quality research infrastructure from which yearlong datasets using 21 aerosol chemical speciation monitors (ACSMs) and 1 aerosol mass spectrometer (AMS) were gathered during 2013–2019. It includes 9 non-urban and 13 urban sites. This study developed a state-of-the-art source apportionment protocol to analyse long-term OA mass spectrum data by applying the most advanced source apportionment strategies (i.e., rolling PMF, ME-2, and bootstrap). This harmonised protocol was followed strictly for all 22 datasets, making the source apportionment results more comparable. In addition, it enables quantification of the most common OA components such as hydrocarbon-like OA (HOA), biomass burning OA (BBOA), cooking-like OA (COA), more oxidised-oxygenated OA (MO-OOA), and less oxidised-oxygenated OA (LO-OOA). Other components such as coal combustion OA (CCOA), solid fuel OA (SFOA: mainly mixture of coal and peat combustion), cigarette smoke OA (CSOA), sea salt (mostly inorganic but part of the OA mass spectrum), coffee OA, and ship industry OA could also be separated at a few specific sites. Oxygenated OA (OOA) components make up most of the submicron OA mass (average = 71.1%, range from 43.7 to 100%). Solid fuel combustion-related OA components (i.e., BBOA, CCOA, and SFOA) are still considerable with in total 16.0% yearly contribution to the OA, yet mainly during winter months (21.4%). Overall, this comprehensive protocol works effectively across all sites governed by different sources and generates robust and consistent source apportionment results. Our work presents a comprehensive overview of OA sources in Europe with a unique combination of high time resolution (30–240 min) and long-term data coverage (9–36 months), providing essential information to improve/validate air quality, health impact, and climate models. © 2022 The Authors",yes,No,No,Yes
Airborne Emission Rate Measurements Validate Remote Sensing Observations and Emission Inventories of Western U.S. Wildfires,"Carbonaceous emissions from wildfires are a dynamic mixture of gases and particles that have important impacts on air quality and climate. Emissions that feed atmospheric models are estimated using burned area and fire radiative power (FRP) methods that rely on satellite products. These approaches show wide variability and have large uncertainties, and their accuracy is challenging to evaluate due to limited aircraft and ground measurements. Here, we present a novel method to estimate fire plume-integrated total carbon and speciated emission rates using a unique combination of lidar remote sensing aerosol extinction profiles and in situ measured carbon constituents. We show strong agreement between these aircraft-derived emission rates of total carbon and a detailed burned area-based inventory that distributes carbon emissions in time using Geostationary Operational Environmental Satellite FRP observations (Fuel2Fire inventory, slope = 1.33 ± 0.04, r2= 0.93, and RMSE = 0.27). Other more commonly used inventories strongly correlate with aircraft-derived emissions but have wide-ranging over- and under-predictions. A strong correlation is found between carbon monoxide emissions estimated in situ with those derived from the TROPOspheric Monitoring Instrument (TROPOMI) for five wildfires with coincident sampling windows (slope = 0.99 ± 0.18; bias = 28.5%). Smoke emission coefficients (g MJ-1) enable direct estimations of primary gas and aerosol emissions from satellite FRP observations, and we derive these values for many compounds emitted by temperate forest fuels, including several previously unreported species. © 2022 American Chemical Society. All rights reserved.",yes,No,Yes,No
Light Absorption by Cinnamaldehyde Constituents of Biomass Burning Organic Aerosol Modeled Using Time-Dependent Density Functional Theory,"Organic aerosol emitted from biomass burning absorbs visible radiation. However, the impact of this light absorption on the overall climate effects of atmospheric aerosol is not well known, partly due to variability in particle composition and absorptivity. Cinnamaldehydes, which consist of an aromatic ring with an unsaturated aldehyde substituent, are an important class of chromophores in light-absorbing organic aerosol, or brown carbon. Here, light absorption by a homologous series of three cinnamaldehydes─coumaraldehyde, coniferaldehyde, and sinapaldehyde─is modeled with time-dependent density functional theory (TD-DFT) calculations, in the gas and aqueous phases. Based on a survey of hydration and acid dissociation equilibria, the neutral aldehyde is expected to be the predominant form of each species in the atmospheric aqueous phase. These species have complicated conformational landscapes compared to many other brown carbon constituents, like rigid polycyclic aromatic hydrocarbons. For coumaraldehyde, coniferaldehyde, and sinapaldehyde, a total of 8, 26, and 18 conformers were located, respectively. For each species, most of the total population is accounted for by the four most-populated conformers. The relative contributions of the conformers to the total light absorption of the respective species are dictated more by differences in the relative free energies than by differences in the molar absorption coefficients. As the functionalization increases, the absorption is red-shifted. The peaks predicted in water agree well with experimental spectra of coniferaldehyde and sinapaldehyde. No conformers have vertical transitions in the visible spectral range, so absorption above 380 nm is due to the shoulders of transitions of major conformers at ultraviolet wavelengths. These results demonstrate the importance of exploring potential energy landscapes, determining conformer stability and absorptivity, to predict the light absorption of chromophores in brown carbon. © 2023 American Chemical Society.",no,No,No,No
"Influence of biomass on coal slime combustion characteristics based on TG-FTIR, principal component analysis, and artificial neural network","The development and utilization of solid waste is an effective way to solve the severe environmental and energy crisis. In this study, Thermogravimetry - Fourier transform infrared spectrometry (TG-FTIR) was used to carry out the co-combustion experiment of coal slime and rice husk under different mixing ratios. With the increase of the mass percentage of rice husk in the sample, the initial ignition temperature and burnout of the sample decreased, and the comprehensive combustion performance improved gradually. The dominant reaction in the co-combustion of coal slime and rice husk was determined by statistical method. When the mass percentage of rice husk in the mixture is between 30 and 90 %, it can inhibit the release of NOx and SO2. Taking Kissinger-Akahira-Sunose method as an example, the calculated average activation energies of coal slime and rice husk combustion are 105.66 and 148.93 kJ/mol respectively. With the increase of the mixing ratio of rice husk in the blend, the combustion mechanism of the sample changed. Finally, the mean absolute error, root mean square error and determination coefficient of the artificial neural network model are 0.52697, 0.67866 and 0.99941 respectively. © 2022",no,No,No,No
High-Altitude Air Pollutants Monitored from Rainwater Chemistry in the Central Himalaya,"Based on the ion chromatography method, the chemical characterization of rainwater (RW) samples collected over Srinagar (a location in central Himalaya) has been done during monsoon 2016 (MON-2016). The rainwater shows near acidic pH values ranging from 5.1 to 6.2 (average, 5.7 ± 0.6) during the study. The average ionic concentrations of 97 ± 10 μeq/1 were reported during MON-2016. Ca2+ has significantly high contribution of 24% as compared to NH4+ (18%), Na+ (9%), K+ (4%), and Mg2+ (3%) among cations, whereas Cl−, SO42−, and NO3− have contribution of ~ 15, 11, and 7%, respectively, among anions during chemical analysis. We have reported SO42−/NO3− ratio as 1.49, which shows contribution of 60 and 40% from SO42− and NO3− ions within the predicted limit of RW (H2SO4, 60–70%, and HNO3, 30–40%). Ca2+, Mg2+, and NH4+ have neutralization factors as 2.51, 0.37, and 2.01, respectively, due to the neutralization of acidic species in RW. The non-sea salt (NSS) contribution to total Ca2+, K+, and Mg2+ indicates the major contribution from crustal origin, whereas the NSS contribution to the total Cl− and SO42− was from the anthropogenic source. The principle component analysis (PCA) indicates that the first factor (i.e., natural sources, mainly dust and sea salts) has only ~ 9% variance. In contrast, the second factor (i.e., fossil fuel and biomass burning) has ~ 17% variance, and the third factor has 27% variance may be due to soil, agricultural, and biomass burning origin. The rest of the contributions are from mixed emission sources as well as by the transport of polluted air mass from the Indo-Gangetic Plain (IGP) and Punjab Rajasthan, Pakistan, and Afghanistan. This manuscript helps to understand the impact of crustal and anthropogenic sources in rainwater over the central Himalaya region of Uttarakhand. © 2022, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",yes,No,No,Yes
Isotopic constraints confirm the significant role of microbial nitrogen oxides emissions from the land and ocean environment,"Nitrogen oxides (NOx, the sum of nitric oxide (NO) and N dioxide (NO2)) emissions and deposition have increased markedly over the past several decades, resulting in many adverse outcomes in both terrestrial and oceanic environments. However, because the microbial NOx emissions have been substantially underestimated on the land and unconstrained in the ocean, the global microbial NOx emissions and their importance relative to the known fossil-fuel NOx emissions remain unclear. Here we complied data on stable N isotopes of nitrate in atmospheric particulates over the land and ocean to ground-truth estimates of NOx emissions worldwide. By considering the N isotope effect of NOx transformations to particulate nitrate combined with dominant NOx emissions in the land (coal combustion, oil combustion, biomass burning and microbial N cycle) and ocean (oil combustion, microbial N cycle), we demonstrated that microbial NOx emissions account for 24 ± 4%, 58 ± 3% and 31 ± 12% in the land, ocean and global environment, respectively. Corresponding amounts of microbial NOx emissions in the land (13.6 ± 4.7 Tg N yr-1), ocean (8.8 ± 1.5 Tg N yr-1) and globe (22.5 ± 4.7 Tg N yr-1) are about 0.5, 1.4 and 0.6 times on average those of fossil-fuel NOx emissions in these sectors. Our findings provide empirical constraints on model predictions, revealing significant contributions of the microbial N cycle to regional NOx emissions into the atmospheric system, which is critical information for mitigating strategies, budgeting N deposition and evaluating the effects of atmospheric NOx loading on the world.  © 2022 The Author(s). Published by Oxford University Press on behalf of China Science Publishing & Media Ltd.",no,No,No,No
Iron from coal combustion particles dissolves much faster than mineral dust under simulated atmospheric acidic conditions,"Mineral dust is the largest source of aerosol iron (Fe) to the offshore global ocean, but acidic processing of coal fly ash (CFA) in the atmosphere could be an important source of soluble aerosol Fe. Here, we determined the Fe speciation and dissolution kinetics of CFA from Aberthaw (United Kingdom), Krakow (Poland), and Shandong (China) in solutions which simulate atmospheric acidic processing. In CFA PM10 fractions, 8%-21.5% of the total Fe was found to be hematite and goethite (dithionite-extracted Fe), and 2%-6.5% was found to be amorphous Fe (ascorbate-extracted Fe), while magnetite (oxalate-extracted Fe) varied from 3%-22%. The remaining 50%-87% of Fe was associated with other Fe-bearing phases, possibly aluminosilicates. High concentrations of ammonium sulfate ((NH4)2SO4), often found in wet aerosols, increased Fe solubility of CFA up to 7 times at low pH (2-3). The oxalate effect on the Fe dissolution rates at pH 2 varied considerably, depending on the samples, from no impact for Shandong ash to doubled dissolution for Krakow ash. However, this enhancement was suppressed in the presence of high concentrations of (NH4)2SO4. Dissolution of highly reactive (amorphous) Fe was insufficient to explain the high Fe solubility at low pH in CFA, and the modelled dissolution kinetics suggest that other Fe-bearing phases such as magnetite may also dissolve relatively rapidly under acidic conditions. Overall, Fe in CFA dissolved up to 7 times faster than in a Saharan dust precursor sample at pH 2. Based on these laboratory data, we developed a new scheme for the proton-and oxalate-promoted Fe dissolution of CFA, which was implemented into the global atmospheric chemical transport model IMPACT (Integrated Massively Parallel Atmospheric Chemical Transport). The revised model showed a better agreement with observations of Fe solubility in aerosol particles over the Bay of Bengal, due to the initial rapid release of Fe and the suppression of the oxalate-promoted dissolution at low pH. The improved model enabled us to predict sensitivity to a more dynamic range of pH changes, particularly between anthropogenic combustion and biomass burning aerosols. © 2022 Clarissa Baldo et al.",no,No,No,No
Modeling Historical and Future Forest Fires in South Korea: The FLAM Optimization Approach,"Climate change-induced heat waves increase the global risk of forest fires, intensifying biomass burning and accelerating climate change in a vicious cycle. This presents a challenge to the response system in heavily forested South Korea, increasing the risk of more frequent and large-scale fire outbreaks. This study aims to optimize IIASA’s wildFire cLimate impacts and Adaptation Model (FLAM)—a processed-based model integrating biophysical and human impacts—to South Korea for projecting the pattern and scale of future forest fires. The developments performed in this study include: (1) the optimization of probability algorithms in FLAM based on the national GIS data downscaled to 1 km2 with additional factors introduced for national specific modeling; (2) the improvement of soil moisture computation by adjusting the Fine Fuel Moisture Code (FFMC) to represent vegetation feedbacks by fitting soil moisture to daily remote sensing data; and (3) projection of future forest fire frequency and burned area. Our results show that optimization has considerably improved the modeling of seasonal patterns of forest fire frequency. Pearson’s correlation coefficient between monthly predictions and observations from national statistics over 2016–2022 was improved from 0.171 in the non-optimized to 0.893 in the optimized FLAM. These findings imply that FLAM’s main algorithms for interpreting biophysical and human impacts on forest fire at a global scale are only applicable to South Korea after the optimization of all modules, and climate change is the main driver of the recent increases in forest fires. Projections for forest fire were produced for four periods until 2100 based on the forest management plan, which included three management scenarios (current, ideal, and overprotection). Ideal management led to a reduction of 60–70% of both fire frequency and burned area compared to the overprotection scenario. This study should be followed by research for developing adaptation strategies corresponding to the projected risks of future forest fires. © 2023 by the authors.",yes,No,Yes,Yes
Advances in the characterization of aerosol optical properties using long-term data from AERONET in Buenos Aires,"We present a complete characterization of aerosols in Buenos Aires based on their optical and microphysical properties from a long-term record (19-years) of AERONET V3 observations at the CEILAP-BA site. The baseline climatology indicates that the city has low mean aerosol load (0.11 ± 0.1) and mean Ångström exponent (α) of 1.11 (±0.4). The long-term trend of the monthly median aerosol optical thickness (AOT) is not significant whereas monthly α medians show a significant negative trend. Atmospheric turbidity increases in August and September (40%). Annual and monthly particle size distributions show predominance of the coarse mode. This apportionment can change under particular conditions, e.g., showing increased fine mode load in August and September. The thresholds of α and AOT proposed for four aerosol types allowed a satisfactory classification of aerosols. The relationship between AOT and α clearly illustrated the major contribution to extinction of finer particles under more turbid conditions. This feature—not evident in the baseline climatology— is consistent with the presence of smoke from regional biomass burning. Sporadic intrusions of coarse particles (dust/ash) from remote sources also enhance extinction. The analysis of the interrelations among aerosol properties (fine mode fraction of AOT, volume concentration, spectral curvature, and size distribution) supports these findings. The aerosols seem to undergo aging and/or hydration processes as shown by the relationships among AOT, extinction due to the fine mode, spectral curvature, and aerosol fine mode radius. This comprehensive analysis revealed details associated with the contributions from local and remote anthropogenic and/or natural sources. © 2022 Turkish National Committee for Air Pollution Research and Control",no,No,No,No
Evaluation of MODIS Dark Target AOD Product with 3 and 10 km Resolution in Amazonia,"The techniques and analyses employed by remote sensing provide key information about atmospheric particle properties at regional and global scales. However, limitations in optical spectral models used to represent the different types of aerosols in the atmosphere and their effects (direct and indirect) are still one of the major causes of sources of uncertainties and substantial impacts in climate prediction. There are no studies yet in South America, especially in the Amazon Basin, that have evaluated the advantages, disadvantages, inconsistencies, applicability, and suitability of the MODIS sensor (Moderate Resolution Imaging Spectroradiometer) destined for monitoring the ambient aerosol optical thickness over rivers and continents. In this study, the results of the DT (Dark Target) algorithm for products with 3 km and 10 km resolutions were systematically evaluated for six sites in the Amazon rainforest. The comparisons between the products were carried out with the AERONET (Aerosol Robotic Network) measurements, which were used as reference. Statistical parameters between AERONET vs. MODIS were also evaluated based on biomass burning records in the site regions. Here, the DT 10 km product showed satisfactory performance for the Amazon region, with observations between the expected error (EE) limits above 66%, in addition to R > 0.8 and RMSE < 0.3. However, the regional analysis for the two sites in the central and southern regions of the Amazon basin did not have the same performance, where the results showed an EE of 24 and 47%, respectively. The DT 3 km product did not perform well in any site, with an EE below 50%. Both products overestimated the AOD, but the 3 km product overestimated it approximately four times more due to its algorithm setup. Thus, we recommend the 10 km product for general analysis in Amazonia. Regional biomass burning records showed a direct relationship with the AERONET vs. MODIS DT with overestimation of both products. All variations between products and sites were justified based on the difficulty of retrieving surface reflectance and the model selected for local aerosols. Improvements in the optical spectral model currently implemented in the algorithms, with more realistic representations of the main types of the aerosol present in the Amazon Basin, may contribute to better performance among the evaluated products. © 2022 by the authors.",yes,No,Yes,Yes
Chemical Signatures of Seasonally Unique Anthropogenic Influences on Organic Aerosol Composition in the Central Amazon,"Urbanization and fires perturb the quantities and composition of fine organic aerosol in the central Amazon, with ramifications for radiative forcing and public health. These disturbances include not only direct emissions of particulates and secondary organic aerosol (SOA) precursors but also changes in the pathways through which biogenic precursors form SOA. The composition of ambient organic aerosol is complex and incompletely characterized, encompassing millions of potential structures relatively few of which have been synthesized and characterized. Through analysis of submicron aerosol samples from the Green Ocean Amazon (GoAmazon2014/5) field campaign by two-dimensional gas chromatography coupled with machine learning, ∼1300 unique compounds were traced and characterized over two seasons. Fires and urban emissions produced chemically and interseasonally distinct impacts on product signatures, with only ∼50% of compounds observed in both seasons. Seasonally unique populations point to the importance of aqueous processing in Amazonian aerosol aging, but further mechanistic insights are impeded by limited product identity knowledge. Less than 10% of compounds were identifiable at an isomer-specific level. Overall, the findings (i) provide compositional characterization of anthropogenic influence on submicron organic aerosol in the Amazon, (ii) identify key season-to-season differences in chemical signatures, and (iii) highlight high-priority knowledge gaps in current speciated knowledge. © 2023 American Chemical Society",no,No,No,No
A Study of Urban Haze and Its Association with Cold Surge and Sea Breeze for Greater Bangkok,"This study deals with haze characteristics under the influence of the cold surge and sea breeze for Greater Bangkok (GBK) in 2017–2022, including haze intensity and duration, meteorological classification for haze, and the potential effects of secondary aerosols and biomass burning. A total of 38 haze episodes and 159 haze days were identified. The episode duration varies from a single day to up to 14 days, suggesting different pathways of its formation and evolution. Short-duration episodes of 1–2 days are the most frequent with 18 episodes, and the frequency of haze episodes decreases as the haze duration increases. The increase in complexity in the formation of relatively longer episodes is suggested by a relatively higher coefficient of variation for PM2.5. Four meteorology-based types of haze episodes were classified. Type I is caused by the arrival of the cold surge in GBK, which leads to the development of stagnant conditions favorable for haze formation. Type II is induced by sea breeze, which leads to the accumulation of air pollutants due to its local recirculation and development of the thermal internal boundary layer. Type III consists of the haze episodes caused by the synergetic effect of the cold surge and sea breeze while Type IV consists of short haze episodes that are not affected by either the cold surge or sea breeze. Type II is the most frequent (15 episodes), while Type III is the most persistent and most polluted haze type. The spread of haze or region of relatively higher aerosol optical depth outside GBK in Type III is potentially due to advection and dispersion, while that in Type IV is due to short 1-day episodes potentially affected by biomass burning. Due to cold surge, the coolest and driest weather condition is found under Type I, while Type II has the most humid condition and highest recirculation factor due to the highest average sea breeze duration and penetration. The precursor ratio method suggests the potential effect of secondary aerosols on 34% of the total haze episodes. Additionally, biomass burning is found to potentially affect half of the total episodes as suggested by the examination of back trajectories and fire hotspots. Based on these results, some policy implications and future work are also suggested. © 2023 by the authors.",no,No,No,No
Mapping the Contribution of Biomass Burning to Persistent Organic Pollutants in the Air of the Indo-China Peninsula Based on a Passive Air Monitoring Network,"Biomass burning (BB) is an important source of atmospheric persistent organic pollutants (POPs) across the world. However, there are few field-based regional studies regarding the POPs released from BB. Due to the current limitations of emission factors and satellites, the contribution of BB to airborne POPs is still not well understood. In this study, with the simultaneous monitoring of BB biomarkers and POPs based on polyurethane foam-based passive air sampling technique, we mapped the contribution of BB to polychlorinated biphenyls (PCBs) and organochlorine pesticides (OCPs) in the Indo-China Peninsula. Spearman correlations between levoglucosan and 16 PCBs (rs= 0.264-0.767, p < 0.05) and 2 OCPs (rs= 0.250-0.328, p < 0.05) confirmed that BB may facilitate POP emissions. Source apportionment indicated that BB contributed 9.3% to the total PCB and OCP mass. The high contribution of positive matrix factorization-resolved BB to PCBs and OCPs was almost consistent with their concentration distributions in the open BB season but not completely consistent with those in the pre-monsoon and/or monsoon seasons. Their contribution distributions may reflect the use history and geographic distribution in secondary sources of POPs. The field-based contribution dataset of BB to POPs is significant in improving regional BB emission inventories and model prediction. © 2023 American Chemical Society. All rights reserved.",yes,No,Yes,No
Spatio-Temporal Monitoring of Atmospheric Pollutants Using Earth Observation Sentinel 5P TROPOMI Data: Impact of Stubble Burning a Case Study,"The problems of atmospheric pollutants are causing significant concern across the globe and in India. The aggravated level of atmospheric pollutants in the surrounding environment poses serious threats to normal living conditions by deteriorating air quality and causing adverse health impacts. Pollutant concentration increases during harvesting seasons of Kharif/Rabi due to stubble burning and is aggravated by other points or mobile sources. The present study is intended to monitor the spatio-temporal variation of the major atmospheric pollutants using Sentinel-5P TROPOMI data through cloud computing. Land Use/Land Cover (LULC-categorization or classification of human activities and natural coverage on the landscape) was utilised to extract the agricultural area in the study site. It involves the cloud computing of MOD64A1 (MODIS Burned monthly gridded data) and Sentinel-5P TROPOMI (S5P Tropomi) data for major atmospheric pollutants, such as CH4, NO2, SOx, CO, aerosol, and HCHO. The burned area output provided information regarding the stubble burning period, which has seen post-harvesting agricultural residue burning after Kharif crop harvesting (i.e., rice from April to June) and Rabi crop harvesting (i.e., wheat from September to November). The long duration of stubble burning is due to variation in farmers' harvesting and burning stubble/biomass remains in the field for successive crops. This period was used as criteria for considering the cloud computing of the Sentinel-5P TROPOMI data for atmospheric pollutants concentration in the study site. The results showed a significant increase in CH4, SO2, SOx, CO, and aerosol concentration during the AMJ months (stubble burning of Rabi crops) and OND months (stubble burning of Kharif crops) of each year. The results are validated with the ground control station data for PM2.5/PM10. and patterns of precipitation and temperature-gridded datasets. The trajectory frequency for air mass movement using the HYSPLIT model showed that the highest frequency and concentration were observed during OND months, followed by the AMJ months of each year (2018, 2019, 2020, and 2021). This study supports the role and robustness of Earth observation Sentinel-5P TROPOMI to monitor and evaluate air quality and pollutants distribution. © 2022 by the authors.",yes,No,Yes,Yes
"Measurement report: Distinct size dependence and diurnal variation in organic aerosol hygroscopicity, volatility, and cloud condensation nuclei activity at a rural site in the Pearl River Delta (PRD) region, China","Organic aerosol (OA) has a significant contribution to cloud formation and hence climate change. However, high uncertainties still exist in its impact on global climate, owing to the varying physical properties affected by the complex formation and aging processes. In this study, the hygroscopicity, volatility, cloud condensation nuclei (CCN) activity, and chemical composition of particles were measured using a series of online instruments at a rural site in the Pearl River Delta (PRD) region of China in fall 2019. During the campaign, the average hygroscopicity of OA (κOA) increased from 0.058 at 30 nm to 0.09 at 200 nm, suggesting a higher oxidation state of OA at larger particle sizes, supported by a higher fraction of extremely low volatility OA (ELVOA) for larger size particles. Significantly different diurnal patterns of κOA were observed between Aitken mode particles and accumulation mode particles. For Aitken mode particles (30-100 nm), the κOA values showed daily minima (0.02-0.07) during daytime, while the accumulation mode exhibited a daytime peak (g 0.09). Coincidently, a daytime peak was observed for both aged biomass burning organic aerosol (aBBOA) and less oxygenated organic aerosol (LOOA) based on source apportionment, which was attributed to the aging processes and gas-particle partitioning through photochemical reactions. In addition, the fraction of semi-volatile OA (SVOA) was higher at all measured sizes during daytime than during nighttime. These results indicate that the formation of secondary OA (SOA) through gas-particle partitioning can generally occur at all diameters, while the aging processes of pre-existing particles are more dominated in the accumulation mode. Furthermore, we found that applying a fixed κOA value (0.1) could lead to an overestimation of the CCN number concentration (NCCN) up to 12 %-19 % at 0.1 %-0.7 % supersaturation (SS), which was more obvious at higher SS during daytime. Better prediction of NCCN could be achieved by using size-resolved diurnal κOA, which indicates that the size dependence and diurnal variations in κOA can strongly affect the NCCN at different SS values. Our results highlight the need for accurately evaluating the atmospheric evolution of OA at different size ranges and their impact on the physicochemical properties and hence climate effects. © 2022 Mingfu Cai et al.",no,No,No,No
Alkaline electro-hydrolysis pretreatment of rice straw for enhanced biogas production under ambient temperature,"Biogas production can supplement the renewable energy target of the world. For this abundantly available agricultural waste like wheat and rice straw can be used. Biogas generation using this waste will curb the stubble burning incidences, reduce greenhouse gases, enhance farmer's income, and strengthen the energy security of many countries. The recalcitrant nature of rice straw is a barrier to its hydrolysis, which is a prerequisite of the anaerobic digestion (AD) process. Alkaline, electro-hydrolysis, and a combination of both pretreatment (alkaline electrohydrolysis) methods are undertaken in the present study. Batch reactors at ambient temperature were used for AD of rice straw at different inoculums to substrate ratios (ISR) of 0.5, 0.75, and 1.0 to observe the effect on biogas/methane yield. Among these, a higher amount of biogas was obtained for ISR of 0.5 in all sets of experiments. The combined pretreatment method yielded biogas of 315.9 mL/gVS (equivalent to methane of 167.4 mL/gVS). For pretreat-ed rice straw by electro-hydrolysis, alkaline, and combined (alkaline and electro-hydrolysis) respectively, the methane yields were 7.03, 18.13, and 49.82% higher than untreated rice straw. The biogas had approximately 53% of methane content. The use of rice straw for biogas production may prove a viable alternative for clean and sustainable energy. In the studies, a first-order kinetic model is found to fit better the experimental results.  © 2021 Walter de Gruyter GmbH, Berlin/Boston.",,No,No,No
